"Geschäft";"Geschäfts ID";"Eröffnungsdatum";"Datum geschlossen";"Bestellnummer";"Währung";"Produkt";"Artikelnummer";"Menge";"Gutscheincode";"Stückpreis inkl. MwSt";"Rabatt";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"MwSt.-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 09:35:13";"2025-01-03 09:35:54";"4CCF580F-4A44-4F55-AD86-96DCA74A2C63";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 09:40:08";"2025-01-03 09:40:46";"409E2372-131A-4681-82A8-350127FE18BF";"EUR";"Kardamomknoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 09:40:08";"2025-01-03 09:40:46";"409E2372-131A-4681-82A8-350127FE18BF";"EUR";"Sesam/ Walnuss Feige";"";"2";"";"6,50";"0,00";"13,00";"12,14";"0,86"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 09:52:03";"2025-01-03 09:54:05";"E0873CA4-0D86-4E10-944A-5A0277E80E56";"EUR";"Classico Gross";"";"1";"";"7,40";"0,00";"7,40";"6,92";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 09:54:21";"2025-01-03 09:54:55";"08C83768-3277-4F47-A7D9-E13A0738DF0F";"EUR";"Christmas Knoten";"";"2";"";"3,50";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 09:54:21";"2025-01-03 09:54:55";"08C83768-3277-4F47-A7D9-E13A0738DF0F";"EUR";"Flatwhite";"";"1";"";"4,00";"0,00";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 09:54:21";"2025-01-03 09:54:55";"08C83768-3277-4F47-A7D9-E13A0738DF0F";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 09:55:26";"2025-01-03 10:01:09";"F9D63B34-83ED-45E7-93D9-2D66BC67CFEE";"EUR";"Flatwhite";"";"2";"";"4,00";"0,00";"8,00";"6,72";"1,28"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:01:12";"2025-01-03 10:04:07";"AF8CFD72-D1A4-4642-A6B1-F3DC27669A35";"EUR";"Christmas Knoten";"";"2";"";"3,50";"0,00";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:01:12";"2025-01-03 10:04:07";"AF8CFD72-D1A4-4642-A6B1-F3DC27669A35";"EUR";"Kardamomknoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:01:12";"2025-01-03 10:04:07";"AF8CFD72-D1A4-4642-A6B1-F3DC27669A35";"EUR";"Rustico";"";"1";"";"6,20";"0,00";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:04:15";"2025-01-03 10:07:12";"6EC7D7B4-A30A-4EE1-94AA-423145990E32";"EUR";"Babyccino";"";"1";"";"1,00";"0,00";"1,00";"0,84";"0,16"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:04:15";"2025-01-03 10:07:12";"6EC7D7B4-A30A-4EE1-94AA-423145990E32";"EUR";"Latte";"";"1";"";"4,20";"0,00";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:04:15";"2025-01-03 10:07:12";"6EC7D7B4-A30A-4EE1-94AA-423145990E32";"EUR";"Limonaden";"";"1";"";"3,00";"0,00";"3,00";"2,52";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:04:15";"2025-01-03 10:07:12";"6EC7D7B4-A30A-4EE1-94AA-423145990E32";"EUR";"Sandwich Vegan";"";"1";"";"6,00";"0,00";"6,00";"5,61";"0,39"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:07:22";"2025-01-03 10:12:55";"8CB6EBFA-9122-483A-A9AB-8BBEB32C3CEB";"EUR";"Kardamomknoten";"";"1";"";"3,30";"0,00";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:07:22";"2025-01-03 10:12:55";"8CB6EBFA-9122-483A-A9AB-8BBEB32C3CEB";"EUR";"Latte";"";"1";"";"4,40";"0,00";"4,40";"3,70";"0,70"
"Suedseite - Bakery and Roastery";"55978";"2025-01-03 10:07:22";"2025-01-03 10:12:55";"8CB6EBFA-9122-483A-A9AB-8BBEB32C3CEB";"EUR";"Sandwich Vegan";"";"1";"";"6,00";"0,00";"6,00";"5,61";"0,39"
