"Geschäft";"Geschäfts ID";"Eröffnungsdatum";"Datum geschlossen";"Bestellnummer";"Währung";"Zahlungsart";"Betrag Trinkgeld"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 10:25:57";"2025-03-01 10:30:02";"54CF59EA-6BF5-4325-9258-D8F4E243D270";"EUR";"SumUp";"1,26"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 11:03:03";"2025-03-01 11:04:45";"CF43D3A2-9B77-4EED-859E-C3CA71344989";"EUR";"SumUp";"1,61"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 11:21:41";"2025-03-01 11:23:47";"4DC046C1-DDB1-432A-8795-CF7670421FB6";"EUR";"SumUp";"0,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 11:33:45";"2025-03-01 11:34:54";"A671B920-146F-41F9-BF01-BEDC3712F94B";"EUR";"SumUp";"1,21"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 11:36:58";"2025-03-01 11:50:17";"BE064383-8233-42C7-B396-663F6378B36D";"EUR";"SumUp";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 11:51:07";"2025-03-01 11:53:29";"C96846F3-E865-4478-87CB-9EF55FB15EF2";"EUR";"SumUp";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 12:09:07";"2025-03-01 12:10:04";"C0B3EEF4-5DD0-48A7-AE67-645D546C3009";"EUR";"SumUp";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 12:10:12";"2025-03-01 12:11:21";"E65CD312-B9A1-4DE3-8DE8-DB4655C2F6C1";"EUR";"SumUp";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 12:11:44";"2025-03-01 12:12:59";"DDCFA362-ED2C-42A2-95AB-FC3605B73B31";"EUR";"SumUp";"1,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-01 12:25:31";"2025-03-01 12:26:48";"C0780900-B84F-43AE-B4F2-169562F8AF66";"EUR";"SumUp";"1,17"
